2427	2620	100
2428	2620	114
2429	2620	112
2430	2620	108
2431	2620	107
2432	2620	105
2433	2620	103
2434	2620	113
2435	2620	108
2436	2620	110
2437	2620	105
2438	2620	106
2439	2620	114
2440	2620	118
2441	2620	110
2442	2620	104
2443	2620	104
2444	2620	107
2445	2620	109
2446	2620	110
2447	2620	106
2448	2620	117
2449	2620	119
2450	2620	109
2451	2620	107
2452	2620	112
2453	2620	104
2454	2620	104
2455	2620	107
2456	2620	103
2457	2620	100
2458	2620	98
2415	2621	102
2416	2621	99
2417	2621	102
2418	2621	115
2419	2621	114
2420	2621	105
2421	2621	110
2422	2621	109
2423	2621	105
2424	2621	119
2425	2621	120
2426	2621	105
2427	2621	101
2458	2621	105
2459	2621	104
2460	2621	104
2461	2621	101
2462	2621	100
2463	2621	102
2464	2621	109
2465	2621	106
2466	2621	103
2467	2621	113
2468	2621	110
2469	2621	108
2470	2621	106
2407	2622	110
2408	2622	115
2409	2622	111
2410	2622	109
2411	2622	104
2412	2622	104
2413	2622	110
2414	2622	110
2415	2622	113
2470	2622	98
2471	2622	111
2472	2622	112
2473	2622	107
2474	2622	105
2475	2622	102
2476	2622	110
2477	2622	111
2478	2622	105
2401	2623	109
2402	2623	108
2403	2623	110
2404	2623	103
2405	2623	108
2406	2623	104
2407	2623	112
2478	2623	102
2479	2623	104
2480	2623	100
2481	2623	101
2482	2623	99
2483	2623	102
2484	2623	107
2396	2624	111
2397	2624	106
2398	2624	103
2399	2624	104
2400	2624	105
2401	2624	107
2484	2624	106
2485	2624	103
2486	2624	107
2487	2624	108
2488	2624	100
2489	2624	103
2391	2625	108
2392	2625	114
2393	2625	105
2394	2625	110
2395	2625	103
2396	2625	103
2489	2625	109
2490	2625	109
2491	2625	102
2492	2625	105
2493	2625	110
2494	2625	103
2387	2626	105
2388	2626	112
2389	2626	98
2390	2626	98
2391	2626	109
2494	2626	104
2495	2626	110
2496	2626	108
2497	2626	110
2498	2626	104
2382	2627	107
2383	2627	101
2384	2627	101
2385	2627	103
2386	2627	99
2387	2627	106
2498	2627	110
2499	2627	106
2500	2627	109
2501	2627	105
2502	2627	109
2503	2627	111
2379	2628	105
2380	2628	103
2381	2628	105
2382	2628	108
2503	2628	116
2504	2628	112
2505	2628	106
2506	2628	105
2375	2629	103
2376	2629	109
2377	2629	108
2378	2629	102
2379	2629	101
2506	2629	105
2507	2629	108
2508	2629	108
2509	2629	104
2510	2629	102
2372	2630	107
2373	2630	107
2374	2630	101
2375	2630	115
2510	2630	101
2511	2630	108
2512	2630	112
2513	2630	110
2369	2631	100
2370	2631	107
2371	2631	108
2372	2631	101
2513	2631	111
2514	2631	114
2515	2631	114
2516	2631	106
2366	2632	99
2367	2632	103
2368	2632	101
2369	2632	107
2516	2632	111
2517	2632	109
2518	2632	112
2519	2632	108
2363	2633	121
2364	2633	115
2365	2633	96
2366	2633	99
2519	2633	110
2520	2633	104
2521	2633	108
2522	2633	102
2360	2634	107
2361	2634	107
2362	2634	94
2363	2634	96
2522	2634	106
2523	2634	115
2524	2634	106
2525	2634	108
2357	2635	99
2358	2635	101
2359	2635	107
2360	2635	103
2525	2635	108
2526	2635	112
2527	2635	121
2528	2635	117
2355	2636	95
2356	2636	96
2357	2636	99
2528	2636	114
2529	2636	113
2530	2636	111
2352	2637	101
2353	2637	105
2354	2637	102
2355	2637	99
2530	2637	105
2531	2637	109
2532	2637	121
2533	2637	122
2350	2638	101
2351	2638	104
2352	2638	103
2533	2638	117
2534	2638	115
2535	2638	115
2347	2639	96
2348	2639	106
2349	2639	104
2350	2639	96
2535	2639	108
2536	2639	108
2537	2639	114
2538	2639	106
2345	2640	98
2346	2640	101
2347	2640	99
2538	2640	110
2539	2640	109
2540	2640	111
2343	2641	105
2344	2641	103
2345	2641	105
2540	2641	109
2541	2641	112
2542	2641	117
2341	2642	104
2342	2642	100
2343	2642	100
2542	2642	107
2543	2642	109
2544	2642	113
2339	2643	94
2340	2643	100
2341	2643	95
2544	2643	110
2545	2643	116
2546	2643	109
2336	2644	93
2337	2644	94
2338	2644	93
2339	2644	98
2546	2644	112
2547	2644	110
2548	2644	123
2549	2644	118
2334	2645	103
2335	2645	97
2336	2645	92
2549	2645	112
2550	2645	115
2551	2645	113
2332	2646	96
2333	2646	104
2334	2646	102
2551	2646	112
2552	2646	121
2553	2646	118
2331	2647	95
2332	2647	102
2553	2647	117
2554	2647	112
2329	2648	101
2330	2648	94
2331	2648	102
2554	2648	112
2555	2648	114
2556	2648	120
2327	2649	96
2328	2649	100
2329	2649	106
2556	2649	117
2557	2649	118
2558	2649	107
2325	2650	109
2326	2650	104
2327	2650	106
2558	2650	107
2559	2650	119
2560	2650	123
2323	2651	106
2324	2651	106
2325	2651	107
2560	2651	116
2561	2651	112
2562	2651	114
2322	2652	102
2323	2652	105
2562	2652	111
2563	2652	114
2320	2653	110
2321	2653	108
2322	2653	108
2563	2653	119
2564	2653	125
2565	2653	127
2318	2654	96
2319	2654	100
2320	2654	108
2565	2654	114
2566	2654	109
2567	2654	126
2317	2655	100
2318	2655	98
2567	2655	130
2568	2655	127
2315	2656	100
2316	2656	97
2317	2656	103
2568	2656	130
2569	2656	130
2570	2656	124
2313	2657	112
2314	2657	99
2315	2657	100
2570	2657	123
2571	2657	121
2572	2657	116
2312	2658	98
2313	2658	96
2572	2658	117
2573	2658	133
2310	2659	103
2311	2659	101
2312	2659	97
2573	2659	128
2574	2659	122
2575	2659	118
2309	2660	103
2310	2660	110
2575	2660	120
2576	2660	123
2307	2661	112
2308	2661	111
2309	2661	103
2576	2661	123
2577	2661	123
2578	2661	126
2306	2662	108
2307	2662	102
2578	2662	125
2579	2662	128
2304	2663	93
2305	2663	93
2306	2663	108
2579	2663	123
2580	2663	129
2581	2663	126
2303	2664	96
2304	2664	97
2581	2664	120
2582	2664	127
2302	2665	98
2303	2665	97
2582	2665	122
2583	2665	134
2300	2666	101
